meters,price,bathrooms,category,link,municipality,operation,owner,rooms
486 m²,€ 90.000,,Casa adosada,https://www.indomio.es/anuncios/92691031/,El Bonillo,Venta,InmoMancha,4
197 m²,€ 49.000,2 baños,Casa adosada,https://www.indomio.es/anuncios/92691061/,El Bonillo,Venta,InmoMancha,5
168 m² ,€ 60.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95677481/,El Bonillo,Venta,Llanos Inmobiliaria,5
182 m²,€ 50.000,2 baños,Casa adosada,https://www.indomio.es/anuncios/92691033/,El Bonillo,Venta,InmoMancha,6
meters,price,bathrooms,category,link,municipality,operation,owner,rooms
141 m²,€ 675.000,2 baños,Casa unifamiliar ,https://www.indomio.es/anuncios/94715917/,Alicante - Alacant,Venta,Paraíso Inmobiliaria,5
60 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/95361413/,Alicante - Alacant,Venta,Inmo Mash Alicante,3
140 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/95294773/,Alicante - Alacant,Venta,Inmobiliaria Internacional Mediterránea,6
111 m²,€ 335.000,2 baños,Piso,https://www.indomio.es/anuncios/95134105/,Alicante - Alacant,Venta,SB Gest,6
84 m² ,€ 179.900,2 baños,Piso,https://www.indomio.es/anuncios/95155253/,Alicante - Alacant,Venta,Costa Blanca Eiendom,4
239 m² ,,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95436761/,Alicante - Alacant,Venta,YBC Group,7
110 m²,€ 194.999,2 baños,Piso,https://www.indomio.es/anuncios/95131921/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,5
361 m²,€ 2.030.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95520467/,Alicante - Alacant,Venta,Alicante Costa Blanca Home,6
140 m²,€ 520.000,2 baños,Piso,https://www.indomio.es/anuncios/95623859/,Alicante - Alacant,Venta,Margamora,4
93 m²,€ 230.000,,Ático,https://www.indomio.es/anuncios/95661729/,Alicante - Alacant,Venta,Núcleo Inmobiliaria,2
40 m² ,€ 186.500,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95675731/,Alicante - Alacant,Venta,Fuentes De Inmuebles,2
74 m²,€ 199.900,,Piso,https://www.indomio.es/anuncios/95656663/,Alicante - Alacant,Venta,IS Real Estate,1
76 m²,€ 21.250,1 baño,Piso,https://www.indomio.es/anuncios/95748037/,Alicante - Alacant,Venta,Fundeco,4
400 m²,€ 380.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95262871/,Alicante - Alacant,Venta,Nat Inmobiliaria,5
108 m²,€ 223.500,1 baño,Piso,https://www.indomio.es/anuncios/95273755/,Alicante - Alacant,Venta,Margamora,4
120 m²,€ 174.500,2 baños,Piso,https://www.indomio.es/anuncios/95816239/,Alicante - Alacant,Venta,Inmobeach,5
117 m²,€ 187.000,1 baño,Piso,https://www.indomio.es/anuncios/95745013/,Alicante - Alacant,Venta,Alto Inmobiliaria,3
100 m²,€ 495.000,,Ático ,https://www.indomio.es/anuncios/95829679/,Alicante - Alacant,Venta | Inmueble con ingresos,Team Javier Villalba TJV,5
103 m²,€ 344.500,2 baños,Piso,https://www.indomio.es/anuncios/95907783/,Alicante - Alacant,Venta,Mivo Real Estate,5
38 m²,€ 185.000,1 baño,Piso,https://www.indomio.es/anuncios/95850305/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,2
65 m²,€ 265.000,,Piso,https://www.indomio.es/anuncios/95870613/,Alicante - Alacant,Venta,New House Alicante,2
490 m² ,€ 2.450.000,2 baños,Chalet,https://www.indomio.es/anuncios/95898683/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,5
262 m² ,€ 975.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95935207/,Alicante - Alacant,Venta,Urbimed,6
200 m²,€ 554.000,2 baños,Casa adosada,https://www.indomio.es/anuncios/95977429/,Alicante - Alacant,Venta,INMOBILIARIA EUROGARDEN,6
114 m²,€ 276.000,2 baños,Piso,https://www.indomio.es/anuncios/95988059/,Alicante - Alacant,Venta,RualCasa,5
570 m²,€ 1.149.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95898861/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,9
116 m² ,€ 159.000,2 baños - uno o más adaptados para personas con discapacidad,Piso ,https://www.indomio.es/anuncios/94933939/,Alicante - Alacant,Venta,,5
115 m² ,€ 695.000,2 baños,Piso,https://www.indomio.es/anuncios/95898753/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,6
,€ 265.000,1 baño,Piso,https://www.indomio.es/anuncios/95937061/,Alicante - Alacant,Venta,Tadeo Homes,2
123 m²,€ 239.900,2 baños,Piso,https://www.indomio.es/anuncios/95956211/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,5
225 m² ,€ 695.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95698403/,Alicante - Alacant,Venta,San Jose Inversiones,7
143 m²,€ 250.000,,Edificio,https://www.indomio.es/anuncios/85760813/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,
400 m² ,€ 445.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/93037763/,Alicante - Alacant,Venta,Arq`s Gestion Inmobiliaria,9
184 m²,€ 330.000,3 baños,Piso,https://www.indomio.es/anuncios/92952391/,Alicante - Alacant,Venta,Inmo Mash Alicante,7
106 m²,€ 285.000,2 baños,Piso,https://www.indomio.es/anuncios/91476093/,Alicante - Alacant,Venta,Martínez Rincón Servicios Inmobiliarios,5
103 m²,€ 344.500,2 baños,Piso,https://www.indomio.es/anuncios/94736293/,Alicante - Alacant,Venta,S-Villas,5
210 m²,€ 790.000,3 baños,Piso,https://www.indomio.es/anuncios/93462169/,Alicante - Alacant,Venta,Alispain Properties Costablanca,7
,€ 280.000,2 baños,Piso,https://www.indomio.es/anuncios/94264039/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,5
,€ 350.000,2 baños,Piso,https://www.indomio.es/anuncios/94264043/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,5
110 m²,€ 279.000,2 baños,Piso,https://www.indomio.es/anuncios/95605499/,Alicante - Alacant,Venta,Inmobeach,5
130 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/95620685/,Alicante - Alacant,Venta,YBC Group,5
124 m²,Precio a consultar,2 baños,Piso,https://www.indomio.es/anuncios/94394353/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,6
83 m²,Precio a consultar,1 baño,Piso,https://www.indomio.es/anuncios/94394375/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,3
102 m²,€ 463.500,2 baños,Piso,https://www.indomio.es/anuncios/94394367/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,5
150 m² ,€ 300.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95678177/,Alicante - Alacant,Venta,El Nonno Inmobiliaria,5
285 m²,€ 1.200.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95522837/,Alicante - Alacant,Venta,New House Alicante,7
77 m²,€ 211.860,3 baños,Piso,https://www.indomio.es/anuncios/94701207/,Alicante - Alacant,Venta,Sensacion SAKC,6
192 m²,€ 529.000,1 baño,Piso,https://www.indomio.es/anuncios/94868219/,Alicante - Alacant,Venta,URBANE,4
70 m²,€ 159.000,1 baño,Piso,https://www.indomio.es/anuncios/94896137/,Alicante - Alacant,Venta,Alto Inmobiliaria,3
85 m² ,€ 343.500,2 baños,Piso,https://www.indomio.es/anuncios/95431243/,Alicante - Alacant,Venta,Six Seconds Properties,5
80 m²,€ 164.000,2 baños,Piso,https://www.indomio.es/anuncios/95605443/,Alicante - Alacant,Venta,Inmobeach,5
301 m² ,€ 749.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95708145/,Alicante - Alacant,Venta,Inmo Mash Alicante,6
140 m²,€ 240.000,2 baños,Piso,https://www.indomio.es/anuncios/93468331/,Alicante - Alacant,Venta,Alaya Properties,5
104 m²,€ 134.000,2 baños,Piso,https://www.indomio.es/anuncios/94029431/,Alicante - Alacant,Venta,Fundeco,6
